incident_id,timestamp,service_name,environment,severity,incident_title,region,host,log_chunk
INC-300319,2025-01-02T10:35:00,document-service,prod,WARN,s3 upload failure,EU,host-a,"2025-01-02 10:35:00 INFO  document-service Starting request correlationId=INC-300319
2025-01-02 10:35:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-02 10:35:02 ERROR document-service Request failed during downstream call
2025-01-02 10:35:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300320,2025-01-02T10:40:00,gateway,dev,WARN,cache stampede,EU,host-b,"Please help - 2025-01-02 10:40:00 INFO  gateway Starting request correlationId=INC-300320
2025-01-02 10:40:00 WARN  gateway Cache miss burst caused latency spike
2025-01-02 10:40:02 ERROR gateway Request failed during downstream call
2025-01-02 10:40:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300321,2025-01-02T10:45:00,pricing-service,prod,WARN,pricing timeout,APAC,host-a,"2025-01-02 10:45:00 INFO  pricing-service Starting request correlationId=INC-300321
2025-01-02 10:45:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-02 10:45:02 ERROR pricing-service Request failed during downstream call
2025-01-02 10:45:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 10:45:03 INFO  retry-handler Retrying attempt=2"
INC-300322,2025-01-02T10:50:00,document-service,prod,INFO,s3 upload failure,EU,host-d,"Please help - 2025-01-02 10:50:00 INFO  document-service Starting request correlationId=INC-300322
2025-01-02 10:50:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-02 10:50:02 ERROR document-service Request failed during downstream call
2025-01-02 10:50:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300323,2025-01-02T10:55:00,gateway,qa,ERROR,cache stampede,US,host-d,"Hi team,  2025-01-02 10:55:00 INFO  gateway Starting request correlationId=INC-300323
2025-01-02 10:55:00 WARN  gateway Cache miss burst caused latency spike
2025-01-02 10:55:02 ERROR gateway Request failed during downstream call
2025-01-02 10:55:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300324,2025-01-02T11:00:00,gateway,prod,INFO,cache stampede,EU,host-d,"PLEASE HELP - 2025-01-02 11:00:00 INFO  GATEWAY STARTING REQUEST CORRELATIONID=INC-300324
2025-01-02 11:00:00 WARN  GATEWAY CACHE MISS BURST CAUSED LATENCY SPIKE
2025-01-02 11:00:02 ERROR GATEWAY REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 11:00:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE

THIS IS AFFECTING USERS."
INC-300325,2025-01-02T11:05:00,order-service,qa,ERROR,db connection pool exhausted,EU,host-c,"PLEASE HELP - 2025-01-02 11:05:00 INFO  ORDER-SERVICE STARTING REQUEST CORRELATIONID=INC-300325
2025-01-02 11:05:00 WARN  ORDER-SERVICE FAILED TO OBTAIN JDBC CONNECTION
2025-01-02 11:05:02 ERROR ORDER-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 11:05:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
 SENT FROM MOBILE."
INC-300326,2025-01-02T11:10:00,document-service,prod,INFO,s3 upload failure,APAC,host-d,"2025-01-02 11:10:00 INFO  document-service Starting request correlationId=INC-300326
2025-01-02 11:10:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-02 11:10:02 ERROR document-service Request failed during downstream call
2025-01-02 11:10:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300327,2025-01-02T11:15:00,order-service,dev,INFO,db connection pool exhausted,APAC,host-b,"2025-01-02  11:15:00  INFO    order-service  Starting  request  correlationId=INC-300327
2025-01-02  11:15:00  WARN    order-service  Failed  to  obtain  JDBC  connection
2025-01-02  11:15:02  ERROR  order-service  Request  failed  during  downstream  call
2025-01-02  11:15:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-02  11:15:03  INFO    retry-handler  Retrying  attempt=2

This  is  affecting  users."
INC-300328,2025-01-02T11:20:00,notification-worker,dev,ERROR,null pointer in notification builder,US,host-c,"Please help - 2025-01-02 11:20:00 INFO  notification-worker Starting request correlationId=INC-300328
2025-01-02 11:20:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-02 11:20:02 ERROR notification-worker Request failed during downstream call
2025-01-02 11:20:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300329,2025-01-02T11:25:00,notification-worker,prod,ERROR,null pointer in notification builder,US,host-c,"2025-01-02 11:25:00 INFO  notification-worker Starting request correlationId=INC-300329
2025-01-02 11:25:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-02 11:25:02 ERROR notification-worker Request failed during downstream call
2025-01-02 11:25:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300330,2025-01-02T11:30:00,notification-worker,dev,ERROR,null pointer in notification builder,APAC,host-c,"Hi  team,    2025-01-02  11:30:00  INFO    notification-worker  Starting  request  correlationId=INC-300330
2025-01-02  11:30:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-02  11:30:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-02  11:30:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-300331,2025-01-02T11:35:00,gateway,dev,INFO,cache stampede,US,host-b,"2025-01-02  11:35:00  INFO    gateway  Starting  request  correlationId=INC-300331
2025-01-02  11:35:00  WARN    gateway  Cache  miss  burst  caused  latency  spike
2025-01-02  11:35:02  ERROR  gateway  Request  failed  during  downstream  call
2025-01-02  11:35:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-300332,2025-01-02T11:40:00,gateway,qa,INFO,cache stampede,APAC,host-c,"Hi team,  2025-01-02 11:40:00 INFO  gateway Starting request correlationId=INC-300332
2025-01-02 11:40:00 WARN  gateway Cache miss burst caused latency spike
2025-01-02 11:40:02 ERROR gateway Request failed during downstream call
2025-01-02 11:40:02 INFO  gateway Response status=500 path=/api/resource"
INC-300333,2025-01-02T11:45:00,pricing-service,prod,WARN,pricing timeout,APAC,host-a,"FYI - 2025-01-02 11:45:00 INFO  pricing-service Starting request correlationId=INC-300333
2025-01-02 11:45:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-02 11:45:02 ERROR pricing-service Request failed during downstream call
2025-01-02 11:45:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300334,2025-01-02T11:50:00,order-service,dev,ERROR,db connection pool exhausted,US,host-b,"2025-01-02 11:50:00 INFO  order-service Starting request correlationId=INC-300334
2025-01-02 11:50:00 WARN  order-service Failed to obtain JDBC connection
2025-01-02 11:50:02 ERROR order-service Request failed during downstream call
2025-01-02 11:50:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300335,2025-01-02T11:55:00,gateway,dev,INFO,cache stampede,EU,host-a,"Please  help  -  2025-01-02  11:55:00  INFO    gateway  Starting  request  correlationId=INC-300335
2025-01-02  11:55:00  WARN    gateway  Cache  miss  burst  caused  latency  spike
2025-01-02  11:55:02  ERROR  gateway  Request  failed  during  downstream  call
2025-01-02  11:55:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-02  11:55:03  INFO    retry-handler  Retrying  attempt=2

This  is  affecting  users."
INC-300336,2025-01-02T12:00:00,document-service,dev,ERROR,s3 upload failure,EU,host-c,"URGENT:  2025-01-02  12:00:00  INFO    document-service  Starting  request  correlationId=INC-300336
2025-01-02  12:00:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-02  12:00:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-02  12:00:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-300337,2025-01-02T12:05:00,gateway,dev,INFO,cache stampede,IN,host-a,"Hi team,  2025-01-02 12:05:00 INFO  gateway Starting request correlationId=INC-300337
2025-01-02 12:05:00 WARN  gateway Cache miss burst caused latency spike
2025-01-02 12:05:02 ERROR gateway Request failed during downstream call
2025-01-02 12:05:02 INFO  gateway Response status=500 path=/api/resource"
INC-300338,2025-01-02T12:10:00,document-service,qa,INFO,s3 upload failure,APAC,host-b,"Hi  team,    2025-01-02  12:10:00  INFO    document-service  Starting  request  correlationId=INC-300338
2025-01-02  12:10:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-02  12:10:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-02  12:10:02  INFO    gateway  Response  status=500  path=/api/resource      Thanks.    "
INC-300339,2025-01-02T12:15:00,document-service,prod,WARN,s3 upload failure,APAC,host-b,"FYI  -  2025-01-02  12:15:00  INFO    document-service  Starting  request  correlationId=INC-300339
2025-01-02  12:15:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-02  12:15:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-02  12:15:02  INFO    gateway  Response  status=500  path=/api/resource
  Sent  from  mobile."
INC-300340,2025-01-02T12:20:00,notification-worker,qa,ERROR,null pointer in notification builder,US,host-c,"Hi  team,    2025-01-02  12:20:00  INFO    notification-worker  Starting  request  correlationId=INC-300340
2025-01-02  12:20:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-02  12:20:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-02  12:20:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-02  12:20:03  INFO    retry-handler  Retrying  attempt=2      Thanks.    "
INC-300341,2025-01-02T12:25:00,notification-worker,prod,INFO,null pointer in notification builder,APAC,host-d,"Hi  team,    2025-01-02  12:25:00  INFO    notification-worker  Starting  request  correlationId=INC-300341
2025-01-02  12:25:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-02  12:25:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-02  12:25:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-02  12:25:03  INFO    retry-handler  Retrying  attempt=2      Thanks.    "
INC-300342,2025-01-02T12:30:00,gateway,prod,WARN,cache stampede,MEA,host-b,"Please help - 2025-01-02 12:30:00 INFO  gateway Starting request correlationId=INC-300342
2025-01-02 12:30:00 WARN  gateway Cache miss burst caused latency spike
2025-01-02 12:30:02 ERROR gateway Request failed during downstream call
2025-01-02 12:30:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300343,2025-01-02T12:35:00,document-service,qa,WARN,s3 upload failure,APAC,host-d,"HI  TEAM,    2025-01-02  12:35:00  INFO    DOCUMENT-SERVICE  STARTING  REQUEST  CORRELATIONID=INC-300343
2025-01-02  12:35:00  WARN    DOCUMENT-SERVICE  UPLOAD  FAILED  WITH  403  SIGNATURE  MISMATCH
2025-01-02  12:35:02  ERROR  DOCUMENT-SERVICE  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-02  12:35:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE
2025-01-02  12:35:03  INFO    RETRY-HANDLER  RETRYING  ATTEMPT=2"
INC-300344,2025-01-02T12:40:00,order-service,qa,INFO,db connection pool exhausted,MEA,host-b,"Hi team,  2025-01-02 12:40:00 INFO  order-service Starting request correlationId=INC-300344
2025-01-02 12:40:00 WARN  order-service Failed to obtain JDBC connection
2025-01-02 12:40:02 ERROR order-service Request failed during downstream call
2025-01-02 12:40:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 12:40:03 INFO  retry-handler Retrying attempt=2   Thanks.  "
INC-300345,2025-01-02T12:45:00,order-service,qa,WARN,db connection pool exhausted,IN,host-c,"URGENT: 2025-01-02 12:45:00 INFO  order-service Starting request correlationId=INC-300345
2025-01-02 12:45:00 WARN  order-service Failed to obtain JDBC connection
2025-01-02 12:45:02 ERROR order-service Request failed during downstream call
2025-01-02 12:45:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 12:45:03 INFO  retry-handler Retrying attempt=2"
INC-300346,2025-01-02T12:50:00,order-service,prod,ERROR,db connection pool exhausted,MEA,host-d,"FYI - 2025-01-02 12:50:00 INFO  order-service Starting request correlationId=INC-300346
2025-01-02 12:50:00 WARN  order-service Failed to obtain JDBC connection
2025-01-02 12:50:02 ERROR order-service Request failed during downstream call
2025-01-02 12:50:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 12:50:03 INFO  retry-handler Retrying attempt=2

This is affecting users."
INC-300347,2025-01-02T12:55:00,pricing-service,prod,INFO,pricing timeout,APAC,host-a,"Please help - 2025-01-02 12:55:00 INFO  pricing-service Starting request correlationId=INC-300347
2025-01-02 12:55:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-02 12:55:02 ERROR pricing-service Request failed during downstream call
2025-01-02 12:55:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300348,2025-01-02T13:00:00,document-service,dev,ERROR,s3 upload failure,MEA,host-d,"2025-01-02  13:00:00  INFO    document-service  Starting  request  correlationId=INC-300348
2025-01-02  13:00:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-02  13:00:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-02  13:00:02  INFO    gateway  Response  status=500  path=/api/resource      Thanks.    "
INC-300349,2025-01-02T13:05:00,document-service,qa,ERROR,s3 upload failure,IN,host-c,"PLEASE  HELP  -  2025-01-02  13:05:00  INFO    DOCUMENT-SERVICE  STARTING  REQUEST  CORRELATIONID=INC-300349
2025-01-02  13:05:00  WARN    DOCUMENT-SERVICE  UPLOAD  FAILED  WITH  403  SIGNATURE  MISMATCH
2025-01-02  13:05:02  ERROR  DOCUMENT-SERVICE  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-02  13:05:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE
2025-01-02  13:05:03  INFO    RETRY-HANDLER  RETRYING  ATTEMPT=2
  SENT  FROM  MOBILE."
INC-300350,2025-01-02T13:10:00,gateway,prod,ERROR,cache stampede,EU,host-c,"URGENT: 2025-01-02 13:10:00 INFO  GATEWAY STARTING REQUEST CORRELATIONID=INC-300350
2025-01-02 13:10:00 WARN  GATEWAY CACHE MISS BURST CAUSED LATENCY SPIKE
2025-01-02 13:10:02 ERROR GATEWAY REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 13:10:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE"
INC-300351,2025-01-02T13:15:00,notification-worker,qa,INFO,null pointer in notification builder,US,host-d,"Please help - 2025-01-02 13:15:00 INFO  notification-worker Starting request correlationId=INC-300351
2025-01-02 13:15:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-02 13:15:02 ERROR notification-worker Request failed during downstream call
2025-01-02 13:15:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 13:15:03 INFO  retry-handler Retrying attempt=2"
INC-300352,2025-01-02T13:20:00,document-service,dev,INFO,s3 upload failure,APAC,host-b,"URGENT: 2025-01-02 13:20:00 INFO  document-service Starting request correlationId=INC-300352
2025-01-02 13:20:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-02 13:20:02 ERROR document-service Request failed during downstream call
2025-01-02 13:20:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300353,2025-01-02T13:25:00,document-service,prod,WARN,s3 upload failure,IN,host-a,"FYI - 2025-01-02 13:25:00 INFO  document-service Starting request correlationId=INC-300353
2025-01-02 13:25:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-02 13:25:02 ERROR document-service Request failed during downstream call
2025-01-02 13:25:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 13:25:03 INFO  retry-handler Retrying attempt=2"
INC-300354,2025-01-02T13:30:00,document-service,dev,INFO,s3 upload failure,APAC,host-d,"FYI - 2025-01-02 13:30:00 INFO  DOCUMENT-SERVICE STARTING REQUEST CORRELATIONID=INC-300354
2025-01-02 13:30:00 WARN  DOCUMENT-SERVICE UPLOAD FAILED WITH 403 SIGNATURE MISMATCH
2025-01-02 13:30:02 ERROR DOCUMENT-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 13:30:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE"
INC-300355,2025-01-02T13:35:00,document-service,dev,INFO,s3 upload failure,EU,host-b,"Please help - 2025-01-02 13:35:00 INFO  document-service Starting request correlationId=INC-300355
2025-01-02 13:35:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-02 13:35:02 ERROR document-service Request failed during downstream call
2025-01-02 13:35:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300356,2025-01-02T13:40:00,document-service,dev,INFO,s3 upload failure,US,host-b,"URGENT: 2025-01-02 13:40:00 INFO  DOCUMENT-SERVICE STARTING REQUEST CORRELATIONID=INC-300356
2025-01-02 13:40:00 WARN  DOCUMENT-SERVICE UPLOAD FAILED WITH 403 SIGNATURE MISMATCH
2025-01-02 13:40:02 ERROR DOCUMENT-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 13:40:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE   THANKS.  "
INC-300357,2025-01-02T13:45:00,document-service,qa,WARN,s3 upload failure,IN,host-d,"Please help - 2025-01-02 13:45:00 INFO  document-service Starting request correlationId=INC-300357
2025-01-02 13:45:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-02 13:45:02 ERROR document-service Request failed during downstream call
2025-01-02 13:45:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300358,2025-01-02T13:50:00,notification-worker,qa,ERROR,null pointer in notification builder,MEA,host-b,"Please  help  -  2025-01-02  13:50:00  INFO    notification-worker  Starting  request  correlationId=INC-300358
2025-01-02  13:50:00  WARN    notification-worker  NullPointerException  at  NotificationComposer
2025-01-02  13:50:02  ERROR  notification-worker  Request  failed  during  downstream  call
2025-01-02  13:50:02  INFO    gateway  Response  status=500  path=/api/resource
  Sent  from  mobile."
INC-300359,2025-01-02T13:55:00,order-service,prod,WARN,db connection pool exhausted,IN,host-b,"Hi team,  2025-01-02 13:55:00 INFO  order-service Starting request correlationId=INC-300359
2025-01-02 13:55:00 WARN  order-service Failed to obtain JDBC connection
2025-01-02 13:55:02 ERROR order-service Request failed during downstream call
2025-01-02 13:55:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 13:55:03 INFO  retry-handler Retrying attempt=2
 Sent from mobile."
INC-300360,2025-01-02T14:00:00,pricing-service,prod,ERROR,pricing timeout,US,host-d,"Please help - 2025-01-02 14:00:00 INFO  pricing-service Starting request correlationId=INC-300360
2025-01-02 14:00:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-02 14:00:02 ERROR pricing-service Request failed during downstream call
2025-01-02 14:00:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300361,2025-01-02T14:05:00,gateway,qa,ERROR,cache stampede,EU,host-d,"URGENT:  2025-01-02  14:05:00  INFO    GATEWAY  STARTING  REQUEST  CORRELATIONID=INC-300361
2025-01-02  14:05:00  WARN    GATEWAY  CACHE  MISS  BURST  CAUSED  LATENCY  SPIKE
2025-01-02  14:05:02  ERROR  GATEWAY  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-02  14:05:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE      THANKS.    "
INC-300362,2025-01-02T14:10:00,order-service,qa,INFO,db connection pool exhausted,MEA,host-b,"Please help - 2025-01-02 14:10:00 INFO  order-service Starting request correlationId=INC-300362
2025-01-02 14:10:00 WARN  order-service Failed to obtain JDBC connection
2025-01-02 14:10:02 ERROR order-service Request failed during downstream call
2025-01-02 14:10:02 INFO  gateway Response status=500 path=/api/resource"
INC-300363,2025-01-02T14:15:00,gateway,dev,INFO,cache stampede,US,host-d,"2025-01-02  14:15:00  INFO    GATEWAY  STARTING  REQUEST  CORRELATIONID=INC-300363
2025-01-02  14:15:00  WARN    GATEWAY  CACHE  MISS  BURST  CAUSED  LATENCY  SPIKE
2025-01-02  14:15:02  ERROR  GATEWAY  REQUEST  FAILED  DURING  DOWNSTREAM  CALL
2025-01-02  14:15:02  INFO    GATEWAY  RESPONSE  STATUS=500  PATH=/API/RESOURCE
2025-01-02  14:15:03  INFO    RETRY-HANDLER  RETRYING  ATTEMPT=2

THIS  IS  AFFECTING  USERS."
INC-300364,2025-01-02T14:20:00,document-service,dev,WARN,s3 upload failure,MEA,host-b,"FYI - 2025-01-02 14:20:00 INFO  document-service Starting request correlationId=INC-300364
2025-01-02 14:20:00 WARN  document-service Upload failed with 403 signature mismatch
2025-01-02 14:20:02 ERROR document-service Request failed during downstream call
2025-01-02 14:20:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 14:20:03 INFO  retry-handler Retrying attempt=2   Thanks.  "
INC-300365,2025-01-02T14:25:00,gateway,prod,WARN,cache stampede,EU,host-b,"PLEASE HELP - 2025-01-02 14:25:00 INFO  GATEWAY STARTING REQUEST CORRELATIONID=INC-300365
2025-01-02 14:25:00 WARN  GATEWAY CACHE MISS BURST CAUSED LATENCY SPIKE
2025-01-02 14:25:02 ERROR GATEWAY REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 14:25:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
 SENT FROM MOBILE."
INC-300366,2025-01-02T14:30:00,order-service,dev,WARN,db connection pool exhausted,MEA,host-b,"Hi  team,    2025-01-02  14:30:00  INFO    order-service  Starting  request  correlationId=INC-300366
2025-01-02  14:30:00  WARN    order-service  Failed  to  obtain  JDBC  connection
2025-01-02  14:30:02  ERROR  order-service  Request  failed  during  downstream  call
2025-01-02  14:30:02  INFO    gateway  Response  status=500  path=/api/resource

This  is  affecting  users."
INC-300367,2025-01-02T14:35:00,gateway,prod,WARN,cache stampede,MEA,host-a,"PLEASE HELP - 2025-01-02 14:35:00 INFO  GATEWAY STARTING REQUEST CORRELATIONID=INC-300367
2025-01-02 14:35:00 WARN  GATEWAY CACHE MISS BURST CAUSED LATENCY SPIKE
2025-01-02 14:35:02 ERROR GATEWAY REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 14:35:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
2025-01-02 14:35:03 INFO  RETRY-HANDLER RETRYING ATTEMPT=2"
INC-300368,2025-01-02T14:40:00,gateway,dev,ERROR,cache stampede,MEA,host-a,"URGENT: 2025-01-02 14:40:00 INFO  gateway Starting request correlationId=INC-300368
2025-01-02 14:40:00 WARN  gateway Cache miss burst caused latency spike
2025-01-02 14:40:02 ERROR gateway Request failed during downstream call
2025-01-02 14:40:02 INFO  gateway Response status=500 path=/api/resource"
INC-300369,2025-01-02T14:45:00,order-service,qa,WARN,db connection pool exhausted,EU,host-b,"Hi team,  2025-01-02 14:45:00 INFO  order-service Starting request correlationId=INC-300369
2025-01-02 14:45:00 WARN  order-service Failed to obtain JDBC connection
2025-01-02 14:45:02 ERROR order-service Request failed during downstream call
2025-01-02 14:45:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300370,2025-01-02T14:50:00,document-service,dev,ERROR,s3 upload failure,APAC,host-b,"Hi  team,    2025-01-02  14:50:00  INFO    document-service  Starting  request  correlationId=INC-300370
2025-01-02  14:50:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-02  14:50:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-02  14:50:02  INFO    gateway  Response  status=500  path=/api/resource      Thanks.    "
INC-300371,2025-01-02T14:55:00,notification-worker,qa,INFO,null pointer in notification builder,IN,host-d,"FYI - 2025-01-02 14:55:00 INFO  notification-worker Starting request correlationId=INC-300371
2025-01-02 14:55:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-02 14:55:02 ERROR notification-worker Request failed during downstream call
2025-01-02 14:55:02 INFO  gateway Response status=500 path=/api/resource
2025-01-02 14:55:03 INFO  retry-handler Retrying attempt=2   Thanks.  "
INC-300372,2025-01-02T15:00:00,document-service,dev,INFO,s3 upload failure,APAC,host-c,"2025-01-02  15:00:00  INFO    document-service  Starting  request  correlationId=INC-300372
2025-01-02  15:00:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-02  15:00:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-02  15:00:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-02  15:00:03  INFO    retry-handler  Retrying  attempt=2
  Sent  from  mobile."
INC-300373,2025-01-02T15:05:00,notification-worker,qa,INFO,null pointer in notification builder,US,host-b,"FYI - 2025-01-02 15:05:00 INFO  notification-worker Starting request correlationId=INC-300373
2025-01-02 15:05:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-02 15:05:02 ERROR notification-worker Request failed during downstream call
2025-01-02 15:05:02 INFO  gateway Response status=500 path=/api/resource
 Sent from mobile."
INC-300374,2025-01-02T15:10:00,notification-worker,qa,INFO,null pointer in notification builder,MEA,host-d,"Please help - 2025-01-02 15:10:00 INFO  notification-worker Starting request correlationId=INC-300374
2025-01-02 15:10:00 WARN  notification-worker NullPointerException at NotificationComposer
2025-01-02 15:10:02 ERROR notification-worker Request failed during downstream call
2025-01-02 15:10:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300375,2025-01-02T15:15:00,pricing-service,dev,INFO,pricing timeout,IN,host-d,"HI TEAM,  2025-01-02 15:15:00 INFO  PRICING-SERVICE STARTING REQUEST CORRELATIONID=INC-300375
2025-01-02 15:15:00 WARN  PRICING-SERVICE TIMEOUT WHILE CALLING PRICING SERVICE AFTER 2000MS
2025-01-02 15:15:02 ERROR PRICING-SERVICE REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 15:15:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE   THANKS.  "
INC-300376,2025-01-02T15:20:00,pricing-service,qa,WARN,pricing timeout,EU,host-a,"Please help - 2025-01-02 15:20:00 INFO  pricing-service Starting request correlationId=INC-300376
2025-01-02 15:20:00 WARN  pricing-service Timeout while calling pricing service after 2000ms
2025-01-02 15:20:02 ERROR pricing-service Request failed during downstream call
2025-01-02 15:20:02 INFO  gateway Response status=500 path=/api/resource   Thanks.  "
INC-300377,2025-01-02T15:25:00,gateway,dev,WARN,cache stampede,APAC,host-d,"URGENT: 2025-01-02 15:25:00 INFO  gateway Starting request correlationId=INC-300377
2025-01-02 15:25:00 WARN  gateway Cache miss burst caused latency spike
2025-01-02 15:25:02 ERROR gateway Request failed during downstream call
2025-01-02 15:25:02 INFO  gateway Response status=500 path=/api/resource

This is affecting users."
INC-300378,2025-01-02T15:30:00,gateway,prod,WARN,cache stampede,APAC,host-d,"PLEASE HELP - 2025-01-02 15:30:00 INFO  GATEWAY STARTING REQUEST CORRELATIONID=INC-300378
2025-01-02 15:30:00 WARN  GATEWAY CACHE MISS BURST CAUSED LATENCY SPIKE
2025-01-02 15:30:02 ERROR GATEWAY REQUEST FAILED DURING DOWNSTREAM CALL
2025-01-02 15:30:02 INFO  GATEWAY RESPONSE STATUS=500 PATH=/API/RESOURCE
2025-01-02 15:30:03 INFO  RETRY-HANDLER RETRYING ATTEMPT=2"
INC-300379,2025-01-02T15:35:00,document-service,qa,ERROR,s3 upload failure,MEA,host-c,"2025-01-02  15:35:00  INFO    document-service  Starting  request  correlationId=INC-300379
2025-01-02  15:35:00  WARN    document-service  Upload  failed  with  403  signature  mismatch
2025-01-02  15:35:02  ERROR  document-service  Request  failed  during  downstream  call
2025-01-02  15:35:02  INFO    gateway  Response  status=500  path=/api/resource
2025-01-02  15:35:03  INFO    retry-handler  Retrying  attempt=2

This  is  affecting  users."
