requirement_id,received_at,source,product_area,requester_role,raw_requirement_text,business_context,delivery_window,priority_hint
REQ-200149,2025-01-07T13:00:00,notion,notifications,sales engineer,Client asked for audit export in notifications. The system must support send alerts. It should also allow comment on review. Reporting should include user-level activity report. Thanks.,Please help - Needed for enterprise rollout next quarter. This is affecting users.,TBD,medium
REQ-200150,2025-01-07T14:00:00,email,inventory,engineering manager,"Fyi - We Need Audit Export For Inventory. Users Should Be Able To Upload Documents, Track Status, And View Sla Metrics. Admins Want Failure Reasons. Keep V1 Simple And Web-First. Thanks.",Needed for enterprise rollout next quarter. This is affecting users.,TBD,low
REQ-200151,2025-01-07T15:00:00,crm_sync,identity,sales engineer,"Hi Team, Client Asked For Approval Workflow In Identity. The System Must Support View Sla Metrics. It Should Also Allow Comment On Review. Reporting Should Include User-Level Activity Report. Thanks.",URGENT: Needed for enterprise rollout next quarter.,1 month,high
REQ-200152,2025-01-07T16:00:00,slack,inventory,ops lead,Please help - Please plan a first release for bulk upload. Primary need: filter pending items. Secondary need: retry failed jobs. Nice to have: track status. Need visibility for user-level activity report. Thanks.,"Hi team, Current manual process is slow and error-prone. Thanks.",1 month,low
REQ-200153,2025-01-07T17:00:00,crm_sync,notifications,ops lead,"Please help - We need self-service onboarding for notifications. Users should be able to comment on review, filter pending items, and upload documents. Admins want user-level activity report. Keep v1 simple and web-first. Sent from mobile.",Current manual process is slow and error-prone. Thanks.,next quarter,medium
REQ-200154,2025-01-07T18:00:00,crm_sync,analytics,client stakeholder,URGENT: Client asked for bulk upload in analytics. The system must support assign approvers. It should also allow comment on review. Reporting should include approval bottlenecks. This is affecting users.,"Hi team, Needed for enterprise rollout next quarter. This is affecting users.",next quarter,medium
REQ-200155,2025-01-07T19:00:00,crm_sync,payments,sales engineer,"Please help - We need approval workflow for payments. Users should be able to upload documents, retry failed jobs, and comment on review. Admins want pending queues and turnaround time. Keep v1 simple and web-first. Thanks.","Hi team, Leadership wants better visibility before scale-up. Thanks.",TBD,medium
REQ-200156,2025-01-07T20:00:00,meeting_notes,document workflow,engineering manager,"FYI - We need renewal reminder flow for document workflow. Users should be able to track status, retry failed jobs, and search history. Admins want user-level activity report. Keep v1 simple and web-first. Sent from mobile.",Needed For Enterprise Rollout Next Quarter. Sent From Mobile.,2 weeks,medium
REQ-200157,2025-01-07T21:00:00,slack,inventory,client stakeholder,Please plan a first release for renewal reminder flow. Primary need: assign approvers. Secondary need: send alerts. Nice to have: search history. Need visibility for user-level activity report. This is affecting users.,Please help - Leadership wants better visibility before scale-up.,TBD,low
REQ-200158,2025-01-07T22:00:00,crm_sync,identity,engineering manager,URGENT: Client asked for renewal reminder flow in identity. The system must support view SLA metrics. It should also allow comment on review. Reporting should include user-level activity report. Sent from mobile.,Support team gets repeated complaints. Sent from mobile.,next quarter,high
REQ-200159,2025-01-07T23:00:00,meeting_notes,document workflow,engineering manager,"URGENT: We need approval workflow for document workflow. Users should be able to view SLA metrics, filter pending items, and assign approvers. Admins want user-level activity report. Keep v1 simple and web-first. Thanks.","Hi team, Current manual process is slow and error-prone.",1 month,low
REQ-200160,2025-01-08T00:00:00,slack,document workflow,product manager,Please plan a first release for self-service onboarding. Primary need: filter pending items. Secondary need: search history. Nice to have: comment on review. Need visibility for daily trend charts. This is affecting users.,Needed for enterprise rollout next quarter. This is affecting users.,2 weeks,low
REQ-200161,2025-01-08T01:00:00,email,notifications,client stakeholder,"Please help - We need self-service onboarding for notifications. Users should be able to assign approvers, export CSV, and upload documents. Admins want approval bottlenecks. Keep v1 simple and web-first. This is affecting users.",Please help - Support team gets repeated complaints. This is affecting users.,1 month,medium
REQ-200162,2025-01-08T02:00:00,email,inventory,sales engineer,"Hi team, Client asked for exception dashboard in inventory. The system must support retry failed jobs. It should also allow view SLA metrics. Reporting should include failure reasons.",URGENT: Needed for enterprise rollout next quarter. Sent from mobile.,TBD,medium
REQ-200163,2025-01-08T03:00:00,slack,notifications,client stakeholder,"Please help - We need exception dashboard for notifications. Users should be able to send alerts, assign approvers, and upload documents. Admins want pending queues and turnaround time. Keep v1 simple and web-first. Sent from mobile.",URGENT: Current manual process is slow and error-prone. Sent from mobile.,1 month,medium
REQ-200164,2025-01-08T04:00:00,email,payments,sales engineer,"Please help - We need renewal reminder flow for payments. Users should be able to search history, upload documents, and retry failed jobs. Admins want daily trend charts. Keep v1 simple and web-first.",Leadership Wants Better Visibility Before Scale-Up. This Is Affecting Users.,next quarter,high
REQ-200165,2025-01-08T05:00:00,email,payments,client stakeholder,"Hi team, Please plan a first release for bulk upload. Primary need: comment on review. Secondary need: track status. Nice to have: export CSV. Need visibility for daily trend charts. This is affecting users.",Please Help - Current Manual Process Is Slow And Error-Prone. Thanks.,2 weeks,low
REQ-200166,2025-01-08T06:00:00,slack,document workflow,sales engineer,"We need renewal reminder flow for document workflow. Users should be able to view SLA metrics, upload documents, and send alerts. Admins want approval bottlenecks. Keep v1 simple and web-first.","Hi team, Needed for enterprise rollout next quarter. Thanks.",2 weeks,high
REQ-200167,2025-01-08T07:00:00,meeting_notes,identity,engineering manager,"Please help - We need audit export for identity. Users should be able to assign approvers, upload documents, and send alerts. Admins want user-level activity report. Keep v1 simple and web-first. Sent from mobile.","Hi team, Leadership wants better visibility before scale-up.",1 month,medium
REQ-200168,2025-01-08T08:00:00,notion,notifications,engineering manager,URGENT: Client asked for renewal reminder flow in notifications. The system must support export CSV. It should also allow retry failed jobs. Reporting should include approval bottlenecks. Sent from mobile.,Current manual process is slow and error-prone.,1 month,medium
REQ-200169,2025-01-08T09:00:00,crm_sync,identity,sales engineer,URGENT: Please plan a first release for approval workflow. Primary need: export CSV. Secondary need: comment on review. Nice to have: send alerts. Need visibility for failure reasons. Thanks.,URGENT: Needed for enterprise rollout next quarter. Thanks.,TBD,medium
REQ-200170,2025-01-08T10:00:00,slack,inventory,product manager,FYI - Client asked for renewal reminder flow in inventory. The system must support upload documents. It should also allow track status. Reporting should include failure reasons. Sent from mobile.,FYI - Current manual process is slow and error-prone. Thanks.,next quarter,low
REQ-200171,2025-01-08T11:00:00,crm_sync,notifications,client stakeholder,"Hi team, Client asked for approval workflow in notifications. The system must support export CSV. It should also allow assign approvers. Reporting should include daily trend charts. Sent from mobile.",FYI - Needed for enterprise rollout next quarter. Thanks.,TBD,high
REQ-200172,2025-01-08T12:00:00,crm_sync,payments,sales engineer,"Hi Team, Client Asked For Bulk Upload In Payments. The System Must Support Retry Failed Jobs. It Should Also Allow View Sla Metrics. Reporting Should Include User-Level Activity Report. This Is Affecting Users.",URGENT: Support team gets repeated complaints. Sent from mobile.,next quarter,medium
REQ-200173,2025-01-08T13:00:00,crm_sync,inventory,product manager,URGENT: Please plan a first release for self-service onboarding. Primary need: upload documents. Secondary need: retry failed jobs. Nice to have: send alerts. Need visibility for user-level activity report.,Support team gets repeated complaints. Sent from mobile.,TBD,high
REQ-200174,2025-01-08T14:00:00,notion,identity,engineering manager,"URGENT: We need self-service onboarding for identity. Users should be able to view SLA metrics, send alerts, and track status. Admins want approval bottlenecks. Keep v1 simple and web-first.",URGENT: Needed for enterprise rollout next quarter. Sent from mobile.,next quarter,low
REQ-200175,2025-01-08T15:00:00,meeting_notes,notifications,sales engineer,Please help - Client asked for approval workflow in notifications. The system must support view SLA metrics. It should also allow assign approvers. Reporting should include approval bottlenecks. Sent from mobile.,"Hi team, Needed for enterprise rollout next quarter.",2 weeks,low
REQ-200176,2025-01-08T16:00:00,slack,notifications,product manager,"Please help - We need approval workflow for notifications. Users should be able to assign approvers, filter pending items, and upload documents. Admins want approval bottlenecks. Keep v1 simple and web-first. This is affecting users.",Please help - Needed for enterprise rollout next quarter. This is affecting users.,1 month,medium
REQ-200177,2025-01-08T17:00:00,email,identity,product manager,Please Help - Client Asked For Self-Service Onboarding In Identity. The System Must Support Send Alerts. It Should Also Allow Track Status. Reporting Should Include Daily Trend Charts. Thanks.,"Hi team, Support team gets repeated complaints. Sent from mobile.",next quarter,medium
REQ-200178,2025-01-08T18:00:00,slack,payments,product manager,URGENT: Please plan a first release for exception dashboard. Primary need: comment on review. Secondary need: search history. Nice to have: upload documents. Need visibility for user-level activity report. This is affecting users.,Please help - Support team gets repeated complaints. Sent from mobile.,TBD,medium
REQ-200179,2025-01-08T19:00:00,notion,notifications,product manager,"URGENT: We need exception dashboard for notifications. Users should be able to search history, view SLA metrics, and filter pending items. Admins want user-level activity report. Keep v1 simple and web-first. Sent from mobile.",URGENT: Leadership wants better visibility before scale-up. Thanks.,1 month,high
REQ-200180,2025-01-08T20:00:00,slack,notifications,engineering manager,"Hi team, Please plan a first release for audit export. Primary need: send alerts. Secondary need: filter pending items. Nice to have: export CSV. Need visibility for daily trend charts. Sent from mobile.","Hi team, Support team gets repeated complaints. Thanks.",TBD,medium
REQ-200181,2025-01-08T21:00:00,slack,identity,sales engineer,"FYI - We need exception dashboard for identity. Users should be able to comment on review, upload documents, and search history. Admins want daily trend charts. Keep v1 simple and web-first. Thanks.","Hi team, Support team gets repeated complaints. Sent from mobile.",2 weeks,high
REQ-200182,2025-01-08T22:00:00,crm_sync,notifications,client stakeholder,FYI - Client asked for approval workflow in notifications. The system must support search history. It should also allow filter pending items. Reporting should include pending queues and turnaround time. This is affecting users.,Needed for enterprise rollout next quarter. Sent from mobile.,1 month,low
REQ-200183,2025-01-08T23:00:00,notion,analytics,ops lead,"URGENT: We need renewal reminder flow for analytics. Users should be able to comment on review, send alerts, and view SLA metrics. Admins want approval bottlenecks. Keep v1 simple and web-first.",Please help - Needed for enterprise rollout next quarter. Thanks.,2 weeks,high
REQ-200184,2025-01-09T00:00:00,meeting_notes,notifications,sales engineer,Client asked for approval workflow in notifications. The system must support assign approvers. It should also allow upload documents. Reporting should include pending queues and turnaround time. This is affecting users.,"Hi team, Needed for enterprise rollout next quarter. Sent from mobile.",1 month,medium
REQ-200185,2025-01-09T01:00:00,email,identity,client stakeholder,"Hi team, Please plan a first release for self-service onboarding. Primary need: filter pending items. Secondary need: send alerts. Nice to have: track status. Need visibility for pending queues and turnaround time. This is affecting users.",Please help - Current manual process is slow and error-prone. This is affecting users.,next quarter,medium
REQ-200186,2025-01-09T02:00:00,crm_sync,analytics,ops lead,"Please help - We need audit export for analytics. Users should be able to export CSV, assign approvers, and filter pending items. Admins want pending queues and turnaround time. Keep v1 simple and web-first. Thanks.",Urgent: Support Team Gets Repeated Complaints. This Is Affecting Users.,TBD,low
REQ-200187,2025-01-09T03:00:00,slack,notifications,ops lead,"URGENT: We need audit export for notifications. Users should be able to track status, send alerts, and filter pending items. Admins want pending queues and turnaround time. Keep v1 simple and web-first. This is affecting users.",Leadership wants better visibility before scale-up. Sent from mobile.,2 weeks,medium
REQ-200188,2025-01-09T04:00:00,meeting_notes,payments,product manager,URGENT: Client asked for self-service onboarding in payments. The system must support send alerts. It should also allow comment on review. Reporting should include pending queues and turnaround time. Sent from mobile.,Please help - Current manual process is slow and error-prone. This is affecting users.,TBD,low
REQ-200189,2025-01-09T05:00:00,email,inventory,sales engineer,FYI - Client asked for audit export in inventory. The system must support retry failed jobs. It should also allow track status. Reporting should include daily trend charts.,"Hi team, Leadership wants better visibility before scale-up.",next quarter,low
REQ-200190,2025-01-09T06:00:00,notion,notifications,sales engineer,Fyi - Client Asked For Self-Service Onboarding In Notifications. The System Must Support Comment On Review. It Should Also Allow Upload Documents. Reporting Should Include Pending Queues And Turnaround Time. Thanks.,Please Help - Leadership Wants Better Visibility Before Scale-Up. Thanks.,1 month,medium
REQ-200191,2025-01-09T07:00:00,notion,payments,product manager,URGENT: Client asked for exception dashboard in payments. The system must support retry failed jobs. It should also allow view SLA metrics. Reporting should include approval bottlenecks. Thanks.,Please help - Current manual process is slow and error-prone. This is affecting users.,1 month,medium
REQ-200192,2025-01-09T08:00:00,notion,payments,ops lead,"Please help - We need renewal reminder flow for payments. Users should be able to track status, send alerts, and search history. Admins want failure reasons. Keep v1 simple and web-first. Sent from mobile.",Needed For Enterprise Rollout Next Quarter. This Is Affecting Users.,next quarter,high
REQ-200193,2025-01-09T09:00:00,crm_sync,document workflow,ops lead,"Hi team, We need bulk upload for document workflow. Users should be able to retry failed jobs, send alerts, and search history. Admins want failure reasons. Keep v1 simple and web-first.",FYI - Current manual process is slow and error-prone. Sent from mobile.,2 weeks,high
REQ-200194,2025-01-09T10:00:00,slack,analytics,ops lead,Please plan a first release for approval workflow. Primary need: assign approvers. Secondary need: track status. Nice to have: comment on review. Need visibility for daily trend charts. Sent from mobile.,Please Help - Needed For Enterprise Rollout Next Quarter. Thanks.,2 weeks,medium
REQ-200195,2025-01-09T11:00:00,meeting_notes,identity,engineering manager,FYI - Please plan a first release for bulk upload. Primary need: assign approvers. Secondary need: view SLA metrics. Nice to have: track status. Need visibility for approval bottlenecks.,Please Help - Leadership Wants Better Visibility Before Scale-Up. Sent From Mobile.,1 month,medium
REQ-200196,2025-01-09T12:00:00,email,document workflow,ops lead,"Hi team, Please plan a first release for self-service onboarding. Primary need: comment on review. Secondary need: search history. Nice to have: filter pending items. Need visibility for approval bottlenecks.","Hi team, Needed for enterprise rollout next quarter.",1 month,medium
REQ-200197,2025-01-09T13:00:00,email,identity,client stakeholder,FYI - Please plan a first release for audit export. Primary need: upload documents. Secondary need: send alerts. Nice to have: search history. Need visibility for user-level activity report. This is affecting users.,Leadership Wants Better Visibility Before Scale-Up. Thanks.,2 weeks,medium
REQ-200198,2025-01-09T14:00:00,crm_sync,analytics,client stakeholder,"Hi Team, Please Plan A First Release For Exception Dashboard. Primary Need: Comment On Review. Secondary Need: Filter Pending Items. Nice To Have: Search History. Need Visibility For Pending Queues And Turnaround Time. Sent From Mobile.","Hi Team, Needed For Enterprise Rollout Next Quarter. Thanks.",next quarter,low
REQ-200199,2025-01-09T15:00:00,notion,payments,client stakeholder,"Hi team, We need bulk upload for payments. Users should be able to search history, export CSV, and upload documents. Admins want approval bottlenecks. Keep v1 simple and web-first.",URGENT: Current manual process is slow and error-prone. Thanks.,1 month,low
REQ-200200,2025-01-09T16:00:00,email,analytics,client stakeholder,"FYI - We need renewal reminder flow for analytics. Users should be able to retry failed jobs, track status, and export CSV. Admins want failure reasons. Keep v1 simple and web-first.",Please help - Current manual process is slow and error-prone.,next quarter,medium
REQ-200201,2025-01-09T17:00:00,meeting_notes,analytics,product manager,"URGENT: We need self-service onboarding for analytics. Users should be able to assign approvers, upload documents, and retry failed jobs. Admins want user-level activity report. Keep v1 simple and web-first.",Please help - Needed for enterprise rollout next quarter.,next quarter,low
REQ-200202,2025-01-09T18:00:00,slack,notifications,product manager,"Fyi - We Need Renewal Reminder Flow For Notifications. Users Should Be Able To Retry Failed Jobs, Filter Pending Items, And Track Status. Admins Want Daily Trend Charts. Keep V1 Simple And Web-First. This Is Affecting Users.",FYI - Needed for enterprise rollout next quarter. This is affecting users.,next quarter,high
REQ-200203,2025-01-09T19:00:00,slack,identity,product manager,FYI - Client asked for self-service onboarding in identity. The system must support comment on review. It should also allow assign approvers. Reporting should include user-level activity report. Thanks.,Please help - Current manual process is slow and error-prone. Sent from mobile.,TBD,medium
REQ-200204,2025-01-09T20:00:00,slack,payments,engineering manager,"Please help - We need self-service onboarding for payments. Users should be able to view SLA metrics, filter pending items, and export CSV. Admins want daily trend charts. Keep v1 simple and web-first. Thanks.","Hi team, Leadership wants better visibility before scale-up. Sent from mobile.",TBD,high
REQ-200205,2025-01-09T21:00:00,email,payments,ops lead,URGENT: Please plan a first release for approval workflow. Primary need: assign approvers. Secondary need: send alerts. Nice to have: search history. Need visibility for failure reasons. Sent from mobile.,"Hi team, Leadership wants better visibility before scale-up. Thanks.",2 weeks,low
REQ-200206,2025-01-09T22:00:00,notion,analytics,client stakeholder,URGENT: Please plan a first release for self-service onboarding. Primary need: track status. Secondary need: search history. Nice to have: assign approvers. Need visibility for pending queues and turnaround time. Thanks.,"Hi Team, Leadership Wants Better Visibility Before Scale-Up. Sent From Mobile.",next quarter,medium
REQ-200207,2025-01-09T23:00:00,slack,analytics,sales engineer,"FYI - We need exception dashboard for analytics. Users should be able to retry failed jobs, export CSV, and comment on review. Admins want daily trend charts. Keep v1 simple and web-first. Thanks.",Please help - Current manual process is slow and error-prone. Thanks.,2 weeks,high
REQ-200208,2025-01-10T00:00:00,slack,payments,ops lead,Fyi - Client Asked For Audit Export In Payments. The System Must Support Assign Approvers. It Should Also Allow Track Status. Reporting Should Include Pending Queues And Turnaround Time. Thanks.,Support team gets repeated complaints. Sent from mobile.,2 weeks,low
REQ-200209,2025-01-10T01:00:00,email,analytics,sales engineer,"Hi Team, Client Asked For Audit Export In Analytics. The System Must Support Assign Approvers. It Should Also Allow View Sla Metrics. Reporting Should Include Failure Reasons.",Leadership wants better visibility before scale-up. Sent from mobile.,next quarter,medium
REQ-200210,2025-01-10T02:00:00,meeting_notes,identity,product manager,Please help - Client asked for exception dashboard in identity. The system must support view SLA metrics. It should also allow comment on review. Reporting should include daily trend charts.,URGENT: Leadership wants better visibility before scale-up. Sent from mobile.,2 weeks,low
REQ-200211,2025-01-10T03:00:00,email,document workflow,engineering manager,"Hi team, Client asked for self-service onboarding in document workflow. The system must support comment on review. It should also allow send alerts. Reporting should include daily trend charts.",URGENT: Support team gets repeated complaints. Sent from mobile.,TBD,low
REQ-200212,2025-01-10T04:00:00,crm_sync,identity,product manager,Client asked for self-service onboarding in identity. The system must support search history. It should also allow export CSV. Reporting should include approval bottlenecks. Thanks.,Please Help - Needed For Enterprise Rollout Next Quarter. Thanks.,1 month,low
REQ-200213,2025-01-10T05:00:00,email,document workflow,engineering manager,"Hi Team, We Need Self-Service Onboarding For Document Workflow. Users Should Be Able To Export Csv, Comment On Review, And Filter Pending Items. Admins Want Daily Trend Charts. Keep V1 Simple And Web-First. Thanks.",Current manual process is slow and error-prone. Sent from mobile.,next quarter,low
REQ-200214,2025-01-10T06:00:00,crm_sync,inventory,ops lead,URGENT: Client asked for approval workflow in inventory. The system must support view SLA metrics. It should also allow upload documents. Reporting should include daily trend charts. This is affecting users.,URGENT: Current manual process is slow and error-prone. Sent from mobile.,1 month,low
REQ-200215,2025-01-10T07:00:00,notion,analytics,product manager,"Please help - We need bulk upload for analytics. Users should be able to search history, send alerts, and assign approvers. Admins want user-level activity report. Keep v1 simple and web-first. This is affecting users.",URGENT: Current manual process is slow and error-prone.,next quarter,medium
REQ-200216,2025-01-10T08:00:00,email,payments,sales engineer,Please help - Client asked for self-service onboarding in payments. The system must support track status. It should also allow assign approvers. Reporting should include pending queues and turnaround time. Thanks.,Support team gets repeated complaints. Thanks.,next quarter,medium
REQ-200217,2025-01-10T09:00:00,email,inventory,engineering manager,FYI - Please plan a first release for approval workflow. Primary need: export CSV. Secondary need: send alerts. Nice to have: upload documents. Need visibility for daily trend charts. Sent from mobile.,FYI - Needed for enterprise rollout next quarter. Sent from mobile.,TBD,medium
REQ-200218,2025-01-10T10:00:00,slack,inventory,engineering manager,"Hi team, Please plan a first release for renewal reminder flow. Primary need: upload documents. Secondary need: retry failed jobs. Nice to have: assign approvers. Need visibility for pending queues and turnaround time. This is affecting users.",Please Help - Needed For Enterprise Rollout Next Quarter. Sent From Mobile.,1 month,medium
REQ-200219,2025-01-10T11:00:00,meeting_notes,analytics,product manager,"Please help - We need audit export for analytics. Users should be able to send alerts, export CSV, and comment on review. Admins want failure reasons. Keep v1 simple and web-first. Thanks.",URGENT: Current manual process is slow and error-prone. Thanks.,next quarter,low
REQ-200220,2025-01-10T12:00:00,meeting_notes,identity,client stakeholder,Please Help - Client Asked For Renewal Reminder Flow In Identity. The System Must Support Retry Failed Jobs. It Should Also Allow Send Alerts. Reporting Should Include Daily Trend Charts. This Is Affecting Users.,URGENT: Needed for enterprise rollout next quarter. This is affecting users.,next quarter,medium
REQ-200221,2025-01-10T13:00:00,email,notifications,sales engineer,"URGENT: We need renewal reminder flow for notifications. Users should be able to upload documents, assign approvers, and search history. Admins want user-level activity report. Keep v1 simple and web-first. Sent from mobile.",Needed for enterprise rollout next quarter. Sent from mobile.,TBD,high
REQ-200222,2025-01-10T14:00:00,notion,identity,client stakeholder,FYI - Client asked for approval workflow in identity. The system must support view SLA metrics. It should also allow search history. Reporting should include failure reasons.,URGENT: Support team gets repeated complaints. Thanks.,2 weeks,low
REQ-200223,2025-01-10T15:00:00,notion,payments,engineering manager,"URGENT: We need audit export for payments. Users should be able to export CSV, track status, and retry failed jobs. Admins want daily trend charts. Keep v1 simple and web-first. This is affecting users.",Current manual process is slow and error-prone. Thanks.,TBD,medium
REQ-200224,2025-01-10T16:00:00,meeting_notes,notifications,client stakeholder,FYI - Please plan a first release for audit export. Primary need: export CSV. Secondary need: assign approvers. Nice to have: retry failed jobs. Need visibility for user-level activity report. Sent from mobile.,Fyi - Needed For Enterprise Rollout Next Quarter. Thanks.,1 month,high
REQ-200225,2025-01-10T17:00:00,meeting_notes,inventory,sales engineer,"Hi team, Client asked for bulk upload in inventory. The system must support assign approvers. It should also allow search history. Reporting should include failure reasons. This is affecting users.",FYI - Support team gets repeated complaints. Thanks.,TBD,high
REQ-200226,2025-01-10T18:00:00,email,notifications,sales engineer,Please help - Please plan a first release for approval workflow. Primary need: retry failed jobs. Secondary need: export CSV. Nice to have: view SLA metrics. Need visibility for user-level activity report. This is affecting users.,FYI - Current manual process is slow and error-prone. Thanks.,1 month,high
REQ-200227,2025-01-10T19:00:00,crm_sync,document workflow,ops lead,"Hi team, Client asked for exception dashboard in document workflow. The system must support comment on review. It should also allow search history. Reporting should include pending queues and turnaround time. This is affecting users.",Leadership wants better visibility before scale-up. Thanks.,TBD,high
REQ-200228,2025-01-10T20:00:00,email,payments,ops lead,Please help - Client asked for exception dashboard in payments. The system must support filter pending items. It should also allow track status. Reporting should include user-level activity report.,Needed for enterprise rollout next quarter. This is affecting users.,TBD,medium
REQ-200229,2025-01-10T21:00:00,slack,inventory,engineering manager,FYI - Please plan a first release for exception dashboard. Primary need: view SLA metrics. Secondary need: export CSV. Nice to have: retry failed jobs. Need visibility for failure reasons. This is affecting users.,Please help - Needed for enterprise rollout next quarter.,TBD,low
REQ-200230,2025-01-10T22:00:00,meeting_notes,inventory,sales engineer,"URGENT: We need approval workflow for inventory. Users should be able to view SLA metrics, comment on review, and track status. Admins want pending queues and turnaround time. Keep v1 simple and web-first. Sent from mobile.",Please Help - Support Team Gets Repeated Complaints. Sent From Mobile.,next quarter,low
REQ-200231,2025-01-10T23:00:00,slack,notifications,engineering manager,URGENT: Please plan a first release for audit export. Primary need: retry failed jobs. Secondary need: export CSV. Nice to have: upload documents. Need visibility for pending queues and turnaround time. This is affecting users.,"Hi team, Current manual process is slow and error-prone. This is affecting users.",next quarter,medium
REQ-200232,2025-01-11T00:00:00,notion,identity,engineering manager,Please help - Client asked for audit export in identity. The system must support filter pending items. It should also allow upload documents. Reporting should include pending queues and turnaround time. Thanks.,URGENT: Current manual process is slow and error-prone. Thanks.,TBD,medium
REQ-200233,2025-01-11T01:00:00,email,analytics,client stakeholder,"FYI - We need exception dashboard for analytics. Users should be able to track status, search history, and upload documents. Admins want user-level activity report. Keep v1 simple and web-first. This is affecting users.","Hi team, Leadership wants better visibility before scale-up. Sent from mobile.",2 weeks,medium
REQ-200234,2025-01-11T02:00:00,slack,identity,client stakeholder,URGENT: Please plan a first release for bulk upload. Primary need: search history. Secondary need: send alerts. Nice to have: export CSV. Need visibility for pending queues and turnaround time. This is affecting users.,Needed For Enterprise Rollout Next Quarter.,TBD,high
REQ-200235,2025-01-11T03:00:00,notion,identity,client stakeholder,Please help - Please plan a first release for approval workflow. Primary need: send alerts. Secondary need: upload documents. Nice to have: search history. Need visibility for approval bottlenecks. Sent from mobile.,Leadership wants better visibility before scale-up. Thanks.,2 weeks,medium
REQ-200236,2025-01-11T04:00:00,meeting_notes,analytics,sales engineer,URGENT: Please plan a first release for renewal reminder flow. Primary need: send alerts. Secondary need: search history. Nice to have: retry failed jobs. Need visibility for user-level activity report. Sent from mobile.,"Hi team, Current manual process is slow and error-prone.",1 month,medium
REQ-200237,2025-01-11T05:00:00,slack,inventory,client stakeholder,Client asked for bulk upload in inventory. The system must support comment on review. It should also allow export CSV. Reporting should include pending queues and turnaround time. Sent from mobile.,Please help - Leadership wants better visibility before scale-up. Sent from mobile.,1 month,medium
REQ-200238,2025-01-11T06:00:00,crm_sync,analytics,sales engineer,FYI - Please plan a first release for bulk upload. Primary need: comment on review. Secondary need: retry failed jobs. Nice to have: filter pending items. Need visibility for pending queues and turnaround time. Sent from mobile.,URGENT: Leadership wants better visibility before scale-up. This is affecting users.,next quarter,high
REQ-200239,2025-01-11T07:00:00,notion,identity,product manager,"Hi team, Please plan a first release for bulk upload. Primary need: filter pending items. Secondary need: send alerts. Nice to have: comment on review. Need visibility for failure reasons. Sent from mobile.",URGENT: Leadership wants better visibility before scale-up.,TBD,medium
REQ-200240,2025-01-11T08:00:00,notion,inventory,product manager,Client asked for self-service onboarding in inventory. The system must support track status. It should also allow search history. Reporting should include daily trend charts. This is affecting users.,Current manual process is slow and error-prone.,2 weeks,high
REQ-200241,2025-01-11T09:00:00,meeting_notes,document workflow,client stakeholder,URGENT: Client asked for renewal reminder flow in document workflow. The system must support export CSV. It should also allow filter pending items. Reporting should include approval bottlenecks. This is affecting users.,Please help - Support team gets repeated complaints. This is affecting users.,1 month,medium
REQ-200242,2025-01-11T10:00:00,email,analytics,sales engineer,Client asked for self-service onboarding in analytics. The system must support upload documents. It should also allow view SLA metrics. Reporting should include failure reasons.,Fyi - Support Team Gets Repeated Complaints. This Is Affecting Users.,TBD,high
REQ-200243,2025-01-11T11:00:00,slack,document workflow,ops lead,Please help - Please plan a first release for approval workflow. Primary need: retry failed jobs. Secondary need: track status. Nice to have: filter pending items. Need visibility for daily trend charts. Sent from mobile.,Please help - Leadership wants better visibility before scale-up. Sent from mobile.,TBD,medium
REQ-200244,2025-01-11T12:00:00,crm_sync,document workflow,client stakeholder,FYI - Client asked for renewal reminder flow in document workflow. The system must support search history. It should also allow comment on review. Reporting should include failure reasons.,Please help - Support team gets repeated complaints. This is affecting users.,2 weeks,low
REQ-200245,2025-01-11T13:00:00,crm_sync,notifications,client stakeholder,"Please help - We need exception dashboard for notifications. Users should be able to assign approvers, send alerts, and retry failed jobs. Admins want daily trend charts. Keep v1 simple and web-first. Sent from mobile.",URGENT: Support team gets repeated complaints. Sent from mobile.,TBD,medium
REQ-200246,2025-01-11T14:00:00,email,document workflow,sales engineer,"Please help - We need bulk upload for document workflow. Users should be able to search history, upload documents, and filter pending items. Admins want daily trend charts. Keep v1 simple and web-first. Sent from mobile.","Hi team, Leadership wants better visibility before scale-up. Thanks.",next quarter,medium
REQ-200247,2025-01-11T15:00:00,notion,notifications,ops lead,"Hi team, Client asked for renewal reminder flow in notifications. The system must support retry failed jobs. It should also allow filter pending items. Reporting should include failure reasons.",Support team gets repeated complaints.,1 month,medium
REQ-200248,2025-01-11T16:00:00,slack,analytics,ops lead,Please help - Please plan a first release for audit export. Primary need: send alerts. Secondary need: filter pending items. Nice to have: track status. Need visibility for failure reasons. Sent from mobile.,URGENT: Current manual process is slow and error-prone.,1 month,high
REQ-200249,2025-01-11T17:00:00,email,inventory,ops lead,"Hi team, Client asked for audit export in inventory. The system must support send alerts. It should also allow search history. Reporting should include approval bottlenecks. This is affecting users.",FYI - Leadership wants better visibility before scale-up. This is affecting users.,2 weeks,high
REQ-200250,2025-01-11T18:00:00,crm_sync,notifications,product manager,Please help - Client asked for renewal reminder flow in notifications. The system must support track status. It should also allow assign approvers. Reporting should include user-level activity report. Sent from mobile.,Fyi - Current Manual Process Is Slow And Error-Prone. Thanks.,1 month,high
